Treat_Mediator_Y	ACME.p	prop.mediated
MetaB.MEplum_HostT.MEskyblue2_NEU	2.00E-16	0.747
MetaB.MEplum_HostT.MEskyblue3.1_NEU	0.016	0.3075
MetaB.MEplum_HostT.MEslateblue2_NEU	0.012	0.4154
MetaB.MEplum_HostT.MEsteelblue1_NEU	0.186	0.274
MetaB.MEplum_HostT.MEsteelblue4_NEU	2.00E-16	0.355
MetaB.MEplum_HostT.MEtan.1_NEU	0.002	0.4
MetaB.MEplum_HostT.MEtan4_NEU	0.006	0.564
MetaB.MEplum_HostT.MEthistle4_NEU	2.00E-16	0.668
MetaB.MEplum_HostT.MEturquoise_NEU	2.00E-16	0.949
MetaB.MEplum_HostT.MEwhite_NEU	2.00E-16	0.651
MetaB.MEplum_HostT.MEyellow_NEU	2.00E-16	0.757
MetaB.MEplum_HostT.MEyellow2_NEU	2.00E-16	0.659
MetaB.MEplum1_HostT.MEbisque4_NEU	2.00E-16	1.077
MetaB.MEplum1_HostT.MEblue2_NEU	2.00E-16	0.92
MetaB.MEplum1_HostT.MEblueviolet_NEU	2.00E-16	0.727
MetaB.MEplum1_HostT.MEbrown_NEU	2.00E-16	0.506428828
MetaB.MEplum1_HostT.MEbrown3_NEU	2.00E-16	0.6
MetaB.MEplum1_HostT.MEchocolate2_NEU	2.00E-16	0.474
MetaB.MEplum1_HostT.MEchocolate4_NEU	2.00E-16	0.434
MetaB.MEplum1_HostT.MEcoral_NEU	2.00E-16	0.433
MetaB.MEplum1_HostT.MEcyan_NEU	2.00E-16	0.683
MetaB.MEplum1_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.0038
MetaB.MEplum1_HostT.MEdarkgreen_NEU	2.00E-16	0.437067394
MetaB.MEplum1_HostT.MEdarkgrey.1_NEU	2.00E-16	0.365
MetaB.MEplum1_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.686
MetaB.MEplum1_HostT.MEdarkmagenta_NEU	0.008	0.1906
MetaB.MEplum1_HostT.MEdarkolivegreen4_NEU	0.002	0.332
MetaB.MEplum1_HostT.MEdarkorange2_NEU	2.00E-16	0.723
MetaB.MEplum1_HostT.MEdarkorchid1_NEU	2.00E-16	0.595
MetaB.MEplum1_HostT.MEdarkorchid2_NEU	0.002	0.494
MetaB.MEplum1_HostT.MEdarksalmon_NEU	0.028	0.284
MetaB.MEplum1_HostT.MEdarkseagreen2_NEU	0.002	0.37
MetaB.MEplum1_HostT.MEdarkviolet_NEU	2.00E-16	0.829
MetaB.MEplum1_HostT.MEdeeppink_NEU	2.00E-16	0.467
MetaB.MEplum1_HostT.MEdeeppink3_NEU	2.00E-16	0.775
MetaB.MEplum1_HostT.MEdodgerblue1_NEU	0.89	-0.00886
MetaB.MEplum1_HostT.MEdodgerblue4_NEU	2.00E-16	0.444
MetaB.MEplum1_HostT.MEfirebrick3_NEU	2.00E-16	0.891
MetaB.MEplum1_HostT.MEfirebrick4_NEU	2.00E-16	0.77
MetaB.MEplum1_HostT.MEfloralwhite_NEU	0.002	0.479
MetaB.MEplum1_HostT.MEgold_NEU	2.00E-16	0.668
MetaB.MEplum1_HostT.MEgold1_NEU	2.00E-16	0.618
MetaB.MEplum1_HostT.MEgreen2_NEU	2.00E-16	1.102
MetaB.MEplum1_HostT.MEgreen4_NEU	2.00E-16	0.868
MetaB.MEplum1_HostT.MEgreenyellow.1_NEU	0.038	0.187844586
MetaB.MEplum1_HostT.MEgreenyellow_NEU	2.00E-16	0.392580405
MetaB.MEplum1_HostT.MEhoneydew1_NEU	0.006	0.446
MetaB.MEplum1_HostT.MEhoneydew2_NEU	2.00E-16	0.862
MetaB.MEplum1_HostT.MEhoneydew3_NEU	2.00E-16	0.544
MetaB.MEplum1_HostT.MEhotpink1_NEU	0.012	0.4228
MetaB.MEplum1_HostT.MEhotpink2_NEU	2.00E-16	0.967
MetaB.MEplum1_HostT.MElavender_NEU	0.066	0.232
MetaB.MEplum1_HostT.MElavenderblush2_NEU	0.014	0.3314
MetaB.MEplum1_HostT.MElemonchiffon1_NEU	2.00E-16	0.547
MetaB.MEplum1_HostT.MElightcyan4_NEU	2.00E-16	0.472
MetaB.MEplum1_HostT.MElightgoldenrod2_NEU	0.33	0.0491
MetaB.MEplum1_HostT.MElightgoldenrod3_NEU	0.048	0.19826
MetaB.MEplum1_HostT.MElightpink_NEU	2.00E-16	0.75
MetaB.MEplum1_HostT.MElightpink1_NEU	0.092	0.2976
MetaB.MEplum1_HostT.MElightpink3_NEU	2.00E-16	0.2664
MetaB.MEplum1_HostT.MElightskyblue2_NEU	2.00E-16	0.734
MetaB.MEplum1_HostT.MElightsteelblue1_NEU	2.00E-16	1.118
MetaB.MEplum1_HostT.MElightyellow.1_NEU	2.00E-16	0.431805492
MetaB.MEplum1_HostT.MElightyellow_NEU	2.00E-16	0.395450534
MetaB.MEplum1_HostT.MElightyellow3_NEU	2.00E-16	0.675
MetaB.MEplum1_HostT.MEmagenta_NEU	2.00E-16	0.536565176
MetaB.MEplum1_HostT.MEmagenta4_NEU	2.00E-16	1.163
MetaB.MEplum1_HostT.MEmaroon2_NEU	2.00E-16	1.071
MetaB.MEplum1_HostT.MEmaroon3_NEU	2.00E-16	0.479
MetaB.MEplum1_HostT.MEmoccasin_NEU	2.00E-16	1.306
MetaB.MEplum1_HostT.MEnavajowhite1_NEU	2.00E-16	0.985
MetaB.MEplum1_HostT.MEnavajowhite4_NEU	2.00E-16	0.55
MetaB.MEplum1_HostT.MEoldlace_NEU	2.00E-16	0.866
MetaB.MEplum1_HostT.MEorange_NEU	2.00E-16	0.557612783
MetaB.MEplum1_HostT.MEorange4_NEU	2.00E-16	0.374
MetaB.MEplum1_HostT.MEorangered_NEU	0.002	0.578
MetaB.MEplum1_HostT.MEorangered4_NEU	0.002	0.494
MetaB.MEplum1_HostT.MEorchid4_NEU	0.012	0.44
MetaB.MEplum1_HostT.MEpalegreen3_NEU	2.00E-16	0.566
MetaB.MEplum1_HostT.MEpaleturquoise_NEU	0.86	0.0123
MetaB.MEplum1_HostT.MEpaleturquoise4_NEU	0.008	0.381
MetaB.MEplum1_HostT.MEpink1_NEU	0.006	0.3121
MetaB.MEplum1_HostT.MEpink3_NEU	0.034	0.2884
MetaB.MEplum1_HostT.MEplum4_NEU	2.00E-16	0.2051
MetaB.MEplum1_HostT.MEpurple_NEU	2.00E-16	0.569
MetaB.MEplum1_HostT.MEpurple2_NEU	2.00E-16	0.813
MetaB.MEplum1_HostT.MEred_NEU	2.00E-16	0.344744933
MetaB.MEplum1_HostT.MEred3_NEU	0.016	-0.254
MetaB.MEplum1_HostT.MEred4_NEU	2.00E-16	0.883
MetaB.MEplum1_HostT.MErosybrown1_NEU	2.00E-16	0.648
MetaB.MEplum1_HostT.MEroyalblue4_NEU	0.08	0.213
MetaB.MEplum1_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.2
MetaB.MEplum1_HostT.MEsalmon2_NEU	2.00E-16	0.939
MetaB.MEplum1_HostT.MEseagreen2_NEU	0.96	0.00351
MetaB.MEplum1_HostT.MEsienna1_NEU	2.00E-16	0.456
MetaB.MEplum1_HostT.MEsienna2_NEU	2.00E-16	0.503080345
MetaB.MEplum1_HostT.MEsienna3_NEU	2.00E-16	0.573
MetaB.MEplum1_HostT.MEskyblue2_NEU	2.00E-16	0.686
MetaB.MEplum1_HostT.MEskyblue3.1_NEU	0.008	0.2993
MetaB.MEplum1_HostT.MEslateblue2_NEU	0.002	0.417
MetaB.MEplum1_HostT.MEsteelblue1_NEU	0.03	0.3525
MetaB.MEplum1_HostT.MEsteelblue4_NEU	2.00E-16	0.336
MetaB.MEplum1_HostT.MEtan.1_NEU	0.002	0.352
MetaB.MEplum1_HostT.MEtan4_NEU	2.00E-16	0.597
MetaB.MEplum1_HostT.MEthistle4_NEU	2.00E-16	0.378708118
MetaB.MEplum1_HostT.MEturquoise_NEU	2.00E-16	0.576746972
MetaB.MEplum1_HostT.MEwhite_NEU	2.00E-16	0.637
MetaB.MEplum1_HostT.MEyellow_NEU	2.00E-16	0.452374745
MetaB.MEplum1_HostT.MEyellow2_NEU	2.00E-16	0.696
MetaB.MEred_HostT.MEbisque4_NEU	2.00E-16	1.77
MetaB.MEred_HostT.MEblue2_NEU	2.00E-16	0.617407123
MetaB.MEred_HostT.MEblueviolet_NEU	2.00E-16	1.343
MetaB.MEred_HostT.MEbrown_NEU	2.00E-16	0.753259863
MetaB.MEred_HostT.MEbrown3_NEU	2.00E-16	1.119
MetaB.MEred_HostT.MEchocolate2_NEU	2.00E-16	0.832
MetaB.MEred_HostT.MEchocolate4_NEU	2.00E-16	0.714
MetaB.MEred_HostT.MEcoral_NEU	2.00E-16	0.603
MetaB.MEred_HostT.MEcyan_NEU	2.00E-16	1.292
MetaB.MEred_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.372
MetaB.MEred_HostT.MEdarkgreen_NEU	2.00E-16	0.989
MetaB.MEred_HostT.MEdarkgrey.1_NEU	2.00E-16	0.428
MetaB.MEred_HostT.MEdarkmagenta.1_NEU	2.00E-16	1.149
MetaB.MEred_HostT.MEdarkmagenta_NEU	0.02	0.2885
MetaB.MEred_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.426
MetaB.MEred_HostT.MEdarkorange2_NEU	2.00E-16	1.321
MetaB.MEred_HostT.MEdarkorchid1_NEU	2.00E-16	0.846
MetaB.MEred_HostT.MEdarkorchid2_NEU	2.00E-16	0.869
MetaB.MEred_HostT.MEdarksalmon_NEU	0.07	0.4636
MetaB.MEred_HostT.MEdarkseagreen2_NEU	0.008	0.697
MetaB.MEred_HostT.MEdarkviolet_NEU	2.00E-16	1.253
MetaB.MEred_HostT.MEdeeppink_NEU	2.00E-16	0.716
MetaB.MEred_HostT.MEdeeppink3_NEU	2.00E-16	1.292
MetaB.MEred_HostT.MEdodgerblue1_NEU	0.698	0.0317
MetaB.MEred_HostT.MEdodgerblue4_NEU	2.00E-16	0.714
MetaB.MEred_HostT.MEfirebrick3_NEU	2.00E-16	1.237
MetaB.MEred_HostT.MEfirebrick4_NEU	2.00E-16	1.037
MetaB.MEred_HostT.MEfloralwhite_NEU	2.00E-16	0.755
MetaB.MEred_HostT.MEgold_NEU	2.00E-16	0.976
MetaB.MEred_HostT.MEgold1_NEU	2.00E-16	1.001
MetaB.MEred_HostT.MEgreen2_NEU	2.00E-16	1.581
MetaB.MEred_HostT.MEgreen4_NEU	2.00E-16	1.482
MetaB.MEred_HostT.MEgreenyellow.1_NEU	0.45	0.125
MetaB.MEred_HostT.MEgreenyellow_NEU	2.00E-16	0.404539273
MetaB.MEred_HostT.MEhoneydew1_NEU	0.004	0.762
MetaB.MEred_HostT.MEhoneydew2_NEU	2.00E-16	1.295
MetaB.MEred_HostT.MEhoneydew3_NEU	2.00E-16	1.022
MetaB.MEred_HostT.MEhotpink1_NEU	0.004	0.782
MetaB.MEred_HostT.MEhotpink2_NEU	2.00E-16	1.68
MetaB.MEred_HostT.MElavender_NEU	0.068	0.3592
MetaB.MEred_HostT.MElavenderblush2_NEU	0.018	0.5466
MetaB.MEred_HostT.MElemonchiffon1_NEU	2.00E-16	0.725
MetaB.MEred_HostT.MElightcyan4_NEU	2.00E-16	0.798
MetaB.MEred_HostT.MElightgoldenrod2_NEU	0.014	0.1822
MetaB.MEred_HostT.MElightgoldenrod3_NEU	0.078	0.2971
MetaB.MEred_HostT.MElightpink_NEU	2.00E-16	0.550915817
MetaB.MEred_HostT.MElightpink1_NEU	0.11	0.611
MetaB.MEred_HostT.MElightpink3_NEU	2.00E-16	0.48
MetaB.MEred_HostT.MElightskyblue2_NEU	2.00E-16	1.087
MetaB.MEred_HostT.MElightsteelblue1_NEU	2.00E-16	0.687246912
MetaB.MEred_HostT.MElightyellow.1_NEU	2.00E-16	0.963
MetaB.MEred_HostT.MElightyellow_NEU	2.00E-16	1.189
MetaB.MEred_HostT.MElightyellow3_NEU	2.00E-16	1.111
MetaB.MEred_HostT.MEmagenta_NEU	2.00E-16	0.747519607
MetaB.MEred_HostT.MEmagenta4_NEU	2.00E-16	1.6
MetaB.MEred_HostT.MEmaroon2_NEU	2.00E-16	1.81
MetaB.MEred_HostT.MEmaroon3_NEU	2.00E-16	0.859
MetaB.MEred_HostT.MEmoccasin_NEU	2.00E-16	1.88
MetaB.MEred_HostT.MEnavajowhite1_NEU	2.00E-16	1.309
MetaB.MEred_HostT.MEnavajowhite4_NEU	2.00E-16	1.164
MetaB.MEred_HostT.MEoldlace_NEU	2.00E-16	1.243
MetaB.MEred_HostT.MEorange_NEU	0.452	-0.144
MetaB.MEred_HostT.MEorange4_NEU	0.002	0.71
MetaB.MEred_HostT.MEorangered_NEU	2.00E-16	1.127
MetaB.MEred_HostT.MEorangered4_NEU	2.00E-16	0.499253508
MetaB.MEred_HostT.MEorchid4_NEU	0.004	0.723
MetaB.MEred_HostT.MEpalegreen3_NEU	2.00E-16	0.932
MetaB.MEred_HostT.MEpaleturquoise_NEU	1	7.29E-04
MetaB.MEred_HostT.MEpaleturquoise4_NEU	0.004	0.615
MetaB.MEred_HostT.MEpink1_NEU	2.00E-16	0.42
MetaB.MEred_HostT.MEpink3_NEU	0.024	0.491
MetaB.MEred_HostT.MEplum4_NEU	0.002	0.2624
MetaB.MEred_HostT.MEpurple_NEU	2.00E-16	0.471508934
MetaB.MEred_HostT.MEpurple2_NEU	2.00E-16	0.70733781
MetaB.MEred_HostT.MEred_NEU	2.00E-16	0.460506775
MetaB.MEred_HostT.MEred3_NEU	2.00E-16	-0.655
MetaB.MEred_HostT.MEred4_NEU	2.00E-16	1.099
MetaB.MEred_HostT.MErosybrown1_NEU	2.00E-16	0.916
MetaB.MEred_HostT.MEroyalblue4_NEU	0.142	0.336
MetaB.MEred_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.79
MetaB.MEred_HostT.MEsalmon2_NEU	2.00E-16	1.4
MetaB.MEred_HostT.MEseagreen2_NEU	0.51	-0.134
MetaB.MEred_HostT.MEsienna1_NEU	2.00E-16	0.776
MetaB.MEred_HostT.MEsienna2_NEU	2.00E-16	1.101
MetaB.MEred_HostT.MEsienna3_NEU	2.00E-16	0.484424511
MetaB.MEred_HostT.MEskyblue2_NEU	2.00E-16	1.23
MetaB.MEred_HostT.MEskyblue3.1_NEU	0.002	0.474
MetaB.MEred_HostT.MEslateblue2_NEU	0.004	0.641
MetaB.MEred_HostT.MEsteelblue1_NEU	0.028	0.692
MetaB.MEred_HostT.MEsteelblue4_NEU	2.00E-16	0.503
MetaB.MEred_HostT.MEtan.1_NEU	2.00E-16	0.474
MetaB.MEred_HostT.MEtan4_NEU	2.00E-16	1.03
MetaB.MEred_HostT.MEthistle4_NEU	2.00E-16	1.053
MetaB.MEred_HostT.MEturquoise_NEU	2.00E-16	0.727907063
MetaB.MEred_HostT.MEwhite_NEU	2.00E-16	0.645630052
MetaB.MEred_HostT.MEyellow_NEU	2.00E-16	1.105
MetaB.MEred_HostT.MEyellow2_NEU	2.00E-16	1.057
MetaB.MEsalmon_HostT.MEbisque4_NEU	2.00E-16	1.11
MetaB.MEsalmon_HostT.MEblue2_NEU	2.00E-16	0.539913659
MetaB.MEsalmon_HostT.MEblueviolet_NEU	2.00E-16	0.843
MetaB.MEsalmon_HostT.MEbrown_NEU	2.00E-16	1.156
MetaB.MEsalmon_HostT.MEbrown3_NEU	2.00E-16	0.687
MetaB.MEsalmon_HostT.MEchocolate2_NEU	2.00E-16	0.538
MetaB.MEsalmon_HostT.MEchocolate4_NEU	2.00E-16	0.472
MetaB.MEsalmon_HostT.MEcoral_NEU	2.00E-16	0.527
MetaB.MEsalmon_HostT.MEcyan_NEU	2.00E-16	0.430370428
MetaB.MEsalmon_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.266
MetaB.MEsalmon_HostT.MEdarkgreen_NEU	2.00E-16	0.65
MetaB.MEsalmon_HostT.MEdarkgrey.1_NEU	0.01	0.295
MetaB.MEsalmon_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.863
MetaB.MEsalmon_HostT.MEdarkmagenta_NEU	0.092	0.2226
MetaB.MEsalmon_HostT.MEdarkolivegreen4_NEU	2.00E-16	0.361
MetaB.MEsalmon_HostT.MEdarkorange2_NEU	2.00E-16	0.832
MetaB.MEsalmon_HostT.MEdarkorchid1_NEU	2.00E-16	0.679
MetaB.MEsalmon_HostT.MEdarkorchid2_NEU	0.008	0.621
MetaB.MEsalmon_HostT.MEdarksalmon_NEU	0.124	0.2925
MetaB.MEsalmon_HostT.MEdarkseagreen2_NEU	0.026	0.448
MetaB.MEsalmon_HostT.MEdarkviolet_NEU	2.00E-16	1.005
MetaB.MEsalmon_HostT.MEdeeppink_NEU	2.00E-16	0.575
MetaB.MEsalmon_HostT.MEdeeppink3_NEU	2.00E-16	1.059
MetaB.MEsalmon_HostT.MEdodgerblue1_NEU	0.99	0.00105
MetaB.MEsalmon_HostT.MEdodgerblue4_NEU	2.00E-16	0.431
MetaB.MEsalmon_HostT.MEfirebrick3_NEU	2.00E-16	0.951
MetaB.MEsalmon_HostT.MEfirebrick4_NEU	2.00E-16	0.749
MetaB.MEsalmon_HostT.MEfloralwhite_NEU	2.00E-16	0.556
MetaB.MEsalmon_HostT.MEgold_NEU	2.00E-16	0.811
MetaB.MEsalmon_HostT.MEgold1_NEU	2.00E-16	0.682
MetaB.MEsalmon_HostT.MEgreen2_NEU	2.00E-16	1.203
MetaB.MEsalmon_HostT.MEgreen4_NEU	2.00E-16	1.008
MetaB.MEsalmon_HostT.MEgreenyellow.1_NEU	0.48	0.0946
MetaB.MEsalmon_HostT.MEgreenyellow_NEU	2.00E-16	0.538
MetaB.MEsalmon_HostT.MEhoneydew1_NEU	0.002	0.499
MetaB.MEsalmon_HostT.MEhoneydew2_NEU	2.00E-16	1.024
MetaB.MEsalmon_HostT.MEhoneydew3_NEU	2.00E-16	0.642
MetaB.MEsalmon_HostT.MEhotpink1_NEU	0.04	0.4927
MetaB.MEsalmon_HostT.MEhotpink2_NEU	2.00E-16	1.112
MetaB.MEsalmon_HostT.MElavender_NEU	0.24	0.231
MetaB.MEsalmon_HostT.MElavenderblush2_NEU	0.008	0.312073306
MetaB.MEsalmon_HostT.MElemonchiffon1_NEU	2.00E-16	0.607
MetaB.MEsalmon_HostT.MElightcyan4_NEU	2.00E-16	0.484
MetaB.MEsalmon_HostT.MElightgoldenrod2_NEU	0.14	0.0649
MetaB.MEsalmon_HostT.MElightgoldenrod3_NEU	0.178	0.2003
MetaB.MEsalmon_HostT.MElightpink_NEU	2.00E-16	0.894
MetaB.MEsalmon_HostT.MElightpink1_NEU	0.18	0.308
MetaB.MEsalmon_HostT.MElightpink3_NEU	0.012	0.3342
MetaB.MEsalmon_HostT.MElightskyblue2_NEU	2.00E-16	0.906
MetaB.MEsalmon_HostT.MElightsteelblue1_NEU	2.00E-16	1.125
MetaB.MEsalmon_HostT.MElightyellow.1_NEU	2.00E-16	0.717
MetaB.MEsalmon_HostT.MElightyellow_NEU	2.00E-16	0.79
MetaB.MEsalmon_HostT.MElightyellow3_NEU	2.00E-16	0.886
MetaB.MEsalmon_HostT.MEmagenta_NEU	2.00E-16	1.025
MetaB.MEsalmon_HostT.MEmagenta4_NEU	2.00E-16	1.264
MetaB.MEsalmon_HostT.MEmaroon2_NEU	2.00E-16	1.274
MetaB.MEsalmon_HostT.MEmaroon3_NEU	2.00E-16	0.517
MetaB.MEsalmon_HostT.MEmoccasin_NEU	2.00E-16	1.54
MetaB.MEsalmon_HostT.MEnavajowhite1_NEU	2.00E-16	0.948
MetaB.MEsalmon_HostT.MEnavajowhite4_NEU	0.004	0.695
MetaB.MEsalmon_HostT.MEoldlace_NEU	2.00E-16	0.925
MetaB.MEsalmon_HostT.MEorange_NEU	0.35	-0.14
MetaB.MEsalmon_HostT.MEorange4_NEU	0.014	0.429
MetaB.MEsalmon_HostT.MEorangered_NEU	0.004	0.716
MetaB.MEsalmon_HostT.MEorangered4_NEU	0.008	0.618
MetaB.MEsalmon_HostT.MEorchid4_NEU	0.012	0.5207
MetaB.MEsalmon_HostT.MEpalegreen3_NEU	2.00E-16	0.717
MetaB.MEsalmon_HostT.MEpaleturquoise_NEU	0.75	-0.0327
MetaB.MEsalmon_HostT.MEpaleturquoise4_NEU	0.024	0.4441
MetaB.MEsalmon_HostT.MEpink1_NEU	0.014	0.383
MetaB.MEsalmon_HostT.MEpink3_NEU	0.11	0.3254
MetaB.MEsalmon_HostT.MEplum4_NEU	0.002	0.2219
MetaB.MEsalmon_HostT.MEpurple_NEU	2.00E-16	0.414584722
MetaB.MEsalmon_HostT.MEpurple2_NEU	2.00E-16	0.540870368
MetaB.MEsalmon_HostT.MEred_NEU	0.006	0.559
MetaB.MEsalmon_HostT.MEred3_NEU	2.00E-16	-0.418
MetaB.MEsalmon_HostT.MEred4_NEU	2.00E-16	0.848
MetaB.MEsalmon_HostT.MErosybrown1_NEU	2.00E-16	0.706
MetaB.MEsalmon_HostT.MEroyalblue4_NEU	0.2	0.203
MetaB.MEsalmon_HostT.MEsaddlebrown.1_NEU	2.00E-16	1.33
MetaB.MEsalmon_HostT.MEsalmon2_NEU	2.00E-16	1.048
MetaB.MEsalmon_HostT.MEseagreen2_NEU	0.32	-0.186
MetaB.MEsalmon_HostT.MEsienna1_NEU	2.00E-16	0.629
MetaB.MEsalmon_HostT.MEsienna2_NEU	2.00E-16	0.859
MetaB.MEsalmon_HostT.MEsienna3_NEU	2.00E-16	0.655
MetaB.MEsalmon_HostT.MEskyblue2_NEU	2.00E-16	0.806
MetaB.MEsalmon_HostT.MEskyblue3.1_NEU	0.01	0.3385
MetaB.MEsalmon_HostT.MEslateblue2_NEU	0.008	0.494
MetaB.MEsalmon_HostT.MEsteelblue1_NEU	0.086	0.383
MetaB.MEsalmon_HostT.MEsteelblue4_NEU	0.004	0.406
MetaB.MEsalmon_HostT.MEtan.1_NEU	2.00E-16	0.463
MetaB.MEsalmon_HostT.MEtan4_NEU	2.00E-16	0.629
MetaB.MEsalmon_HostT.MEthistle4_NEU	2.00E-16	0.721
MetaB.MEsalmon_HostT.MEturquoise_NEU	2.00E-16	1.025
MetaB.MEsalmon_HostT.MEwhite_NEU	2.00E-16	0.677
MetaB.MEsalmon_HostT.MEyellow_NEU	2.00E-16	0.483946157
MetaB.MEsalmon_HostT.MEyellow2_NEU	2.00E-16	0.697
MetaB.MEsalmon2_HostT.MEbisque4_NEU	2.00E-16	1.295
MetaB.MEsalmon2_HostT.MEblue2_NEU	2.00E-16	1.032
MetaB.MEsalmon2_HostT.MEblueviolet_NEU	2.00E-16	0.976
MetaB.MEsalmon2_HostT.MEbrown_NEU	2.00E-16	1.247
MetaB.MEsalmon2_HostT.MEbrown3_NEU	2.00E-16	0.81
MetaB.MEsalmon2_HostT.MEchocolate2_NEU	2.00E-16	0.606
MetaB.MEsalmon2_HostT.MEchocolate4_NEU	2.00E-16	0.515
MetaB.MEsalmon2_HostT.MEcoral_NEU	2.00E-16	0.51
MetaB.MEsalmon2_HostT.MEcyan_NEU	2.00E-16	0.876
MetaB.MEsalmon2_HostT.MEdarkgoldenrod4_NEU	2.00E-16	1.272
MetaB.MEsalmon2_HostT.MEdarkgreen_NEU	2.00E-16	0.718
MetaB.MEsalmon2_HostT.MEdarkgrey.1_NEU	0.002	0.349
MetaB.MEsalmon2_HostT.MEdarkmagenta.1_NEU	2.00E-16	0.889
MetaB.MEsalmon2_HostT.MEdarkmagenta_NEU	0.08	0.2051
MetaB.MEsalmon2_HostT.MEdarkolivegreen4_NEU	0.002	0.359
MetaB.MEsalmon2_HostT.MEdarkorange2_NEU	2.00E-16	0.943
MetaB.MEsalmon2_HostT.MEdarkorchid1_NEU	0.002	0.672
MetaB.MEsalmon2_HostT.MEdarkorchid2_NEU	0.01	0.589
MetaB.MEsalmon2_HostT.MEdarksalmon_NEU	0.21	0.266
MetaB.MEsalmon2_HostT.MEdarkseagreen2_NEU	0.046	0.43905
MetaB.MEsalmon2_HostT.MEdarkviolet_NEU	2.00E-16	1.04
MetaB.MEsalmon2_HostT.MEdeeppink_NEU	2.00E-16	0.578
MetaB.MEsalmon2_HostT.MEdeeppink3_NEU	2.00E-16	1.00274
MetaB.MEsalmon2_HostT.MEdodgerblue1_NEU	0.73	0.0196
MetaB.MEsalmon2_HostT.MEdodgerblue4_NEU	2.00E-16	0.4993
MetaB.MEsalmon2_HostT.MEfirebrick3_NEU	2.00E-16	1.025
MetaB.MEsalmon2_HostT.MEfirebrick4_NEU	2.00E-16	0.847
MetaB.MEsalmon2_HostT.MEfloralwhite_NEU	0.006	0.563
MetaB.MEsalmon2_HostT.MEgold_NEU	2.00E-16	0.849
MetaB.MEsalmon2_HostT.MEgold1_NEU	2.00E-16	0.784
MetaB.MEsalmon2_HostT.MEgreen2_NEU	2.00E-16	1.326
MetaB.MEsalmon2_HostT.MEgreen4_NEU	2.00E-16	1.15
MetaB.MEsalmon2_HostT.MEgreenyellow.1_NEU	0.65	0.0561
MetaB.MEsalmon2_HostT.MEgreenyellow_NEU	2.00E-16	0.5526
MetaB.MEsalmon2_HostT.MEhoneydew1_NEU	0.022	0.4704
MetaB.MEsalmon2_HostT.MEhoneydew2_NEU	2.00E-16	1.05
MetaB.MEsalmon2_HostT.MEhoneydew3_NEU	2.00E-16	0.68
MetaB.MEsalmon2_HostT.MEhotpink1_NEU	0.074	0.4829
MetaB.MEsalmon2_HostT.MEhotpink2_NEU	2.00E-16	1.25
MetaB.MEsalmon2_HostT.MElavender_NEU	0.282	0.203
MetaB.MEsalmon2_HostT.MElavenderblush2_NEU	0.044	0.36558
MetaB.MEsalmon2_HostT.MElemonchiffon1_NEU	2.00E-16	0.588
MetaB.MEsalmon2_HostT.MElightcyan4_NEU	2.00E-16	0.561
MetaB.MEsalmon2_HostT.MElightgoldenrod2_NEU	0.084	0.07374
MetaB.MEsalmon2_HostT.MElightgoldenrod3_NEU	0.208	0.202
MetaB.MEsalmon2_HostT.MElightpink_NEU	2.00E-16	0.848
MetaB.MEsalmon2_HostT.MElightpink1_NEU	0.394	0.259
MetaB.MEsalmon2_HostT.MElightpink3_NEU	0.012	0.3435
MetaB.MEsalmon2_HostT.MElightskyblue2_NEU	2.00E-16	0.963
MetaB.MEsalmon2_HostT.MElightsteelblue1_NEU	2.00E-16	1.191
MetaB.MEsalmon2_HostT.MElightyellow.1_NEU	2.00E-16	0.742
MetaB.MEsalmon2_HostT.MElightyellow_NEU	2.00E-16	0.91
MetaB.MEsalmon2_HostT.MElightyellow3_NEU	2.00E-16	0.911
MetaB.MEsalmon2_HostT.MEmagenta_NEU	2.00E-16	1.097
MetaB.MEsalmon2_HostT.MEmagenta4_NEU	2.00E-16	1.43
MetaB.MEsalmon2_HostT.MEmaroon2_NEU	2.00E-16	1.399
MetaB.MEsalmon2_HostT.MEmaroon3_NEU	0.002	0.568
MetaB.MEsalmon2_HostT.MEmoccasin_NEU	2.00E-16	1.66
MetaB.MEsalmon2_HostT.MEnavajowhite1_NEU	2.00E-16	1.061
MetaB.MEsalmon2_HostT.MEnavajowhite4_NEU	2.00E-16	0.7
MetaB.MEsalmon2_HostT.MEoldlace_NEU	2.00E-16	1.014
MetaB.MEsalmon2_HostT.MEorange_NEU	0.29	-0.155
MetaB.MEsalmon2_HostT.MEorange4_NEU	0.03	0.449
MetaB.MEsalmon2_HostT.MEorangered_NEU	2.00E-16	0.751
MetaB.MEsalmon2_HostT.MEorangered4_NEU	0.004	0.642
MetaB.MEsalmon2_HostT.MEorchid4_NEU	0.02	0.5001
MetaB.MEsalmon2_HostT.MEpalegreen3_NEU	2.00E-16	0.751
MetaB.MEsalmon2_HostT.MEpaleturquoise_NEU	0.68	-0.0384
