#NAME	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K147V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	1040V4	J095V4	1107V4	X003V4	1004V4	X004V4	S106V8	S099V8	C220V8	C402V8	C422V8	K054V0	K055V0	K057V0	K060V0	K194V0	K003V4	K005V4	K019V4	K037V4	C532V8
Activin A	2.232334496	2.89463551	2.924180623	2.674716988	2.634378508	2.992037243	2.86048467	2.817685202	2.595974784	2.637264559	2.494161333	2.4035452	2.350245058	2.499451741	3.123894221	2.449875892	2.64759082	0	0	2.460680619	0	0	1.622050928	2.831935165	2.604469841	2.34526068	2.408618397	2.673932586	2.556562194	2.08858909	2.173520898	2.295750131	2.881516222	2.401423424	2.340299208	1.816815012	2.364082881	2.366481229	2.749188878	2.79235562	1.438718663	2.871378955	2.608799745	2.838485242	2.379559769	2.4241244	2.449885316	2.096113402	2.599682787	1.676682542	2.622704086	2.414760827	2.135255091	2.805260127	2.389362588	2.909259924	2.453078137	2.516557454	0
AgRP	1.737119201	2.03863585	2.010916573	1.825674498	1.819904917	2.23238867	2.11123461	2.166560649	2.174969017	2.082435539	1.549919417	1.305244819	1.067067621	1.832455572	2.464961158	1.887379585	2.230977574	1.723358822	2.390830643	1.899594756	1.966425976	1.399924115	1.740565882	2.280432847	1.370681094	1.619010271	1.769988063	1.902046275	1.872596257	2.052357261	1.930957697	0	2.388503572	1.427606593	0.699281222	0	0	2.065956368	2.004523048	2.119642059	1.847911217	2.131356961	1.714575275	2.134777668	1.663836239	1.890571866	2.131872499	1.654208613	2.073700862	1.607716537	1.926848477	1.788203498	1.687998605	2.091530444	2.07898354	2.159861101	2.270271461	2.326091129	1.909327
Angiogenin	3.376581025	3.356225226	3.363926509	3.351756012	3.186725131	3.318388019	3.080624705	3.350015487	3.329020697	3.336714821	3.283585534	3.276282782	3.343382901	3.39325856	3.369857284	3.174227934	3.358287122	3.303953848	3.275364431	3.347340176	3.364804724	3.363228604	3.337897802	3.3551761	3.362962962	3.295854364	3.345633136	3.245977279	3.308655742	3.297391431	3.320966999	3.316902814	3.301346636	3.309314637	3.301500247	3.298951827	3.323543865	3.237380398	3.345305495	3.290129757	3.264932931	3.37805425	3.386016279	3.328279082	3.39149491	3.363684074	3.373211145	3.407135791	3.385632553	3.355393536	3.350966683	3.315936275	3.331642054	3.311263956	3.357979763	3.363258446	3.31065924	3.396432825	3.378648497
ANG-1	3.594091015	3.554719004	3.870638508	3.804955731	3.534526832	3.578731113	3.481853504	3.911532801	3.521360024	3.585882423	3.623536325	3.656269179	3.801231642	3.783698863	3.794102242	3.520553481	3.829213419	3.684982675	3.810350282	3.489650176	3.711095787	3.14520428	3.688382694	3.358842172	3.622224229	3.594557982	3.91528363	3.547033086	3.717264425	3.789017578	3.515834103	3.812981651	3.668427289	3.726621973	3.730926524	3.874032179	3.887570874	3.790485739	3.711805152	3.451627853	3.56524947	3.471321602	3.590960383	3.85813157	3.625650364	3.788667318	3.498777854	3.7371897	3.570697678	3.679135105	3.452151301	3.383475677	3.294651474	3.701188913	3.54573962	3.849430128	3.800226489	3.699793818	3.953023562
Angiostatin	5.161698113	5.177718417	5.05967024	5.057984632	4.959853295	5.158269752	5.17219248	4.98919962	4.771620796	4.921470066	4.563428703	4.539705331	5.061861484	4.920702385	5.148939956	5.183852493	5.40113706	4.899812479	5.261253859	4.9590489	4.891998786	4.951733299	5.045846236	4.774896138	5.019613309	5.173762717	5.254891791	4.913880596	4.989024575	5.100195805	5.07911991	4.979481506	5.552145978	4.854466516	5.018878276	4.90729773	4.79823371	4.840688359	5.397019365	5.096761737	5.31043527	5.409416158	4.860312084	4.428491004	5.346977368	5.01791008	5.388470094	5.093044273	5.139443404	4.993098665	5.364895297	5.231320302	5.09704182	5.064525117	4.779390077	5.410796558	5.046368167	5.551536736	5.500170116
Cathepsin S	3.852790127	3.623552571	3.59422878	3.60073912	3.388377973	3.589861817	3.385489777	3.506975796	3.606517007	3.381307205	3.53403448	3.456837648	3.725844481	3.68069111	3.9998693	3.861070069	3.748966472	3.669770445	3.556174773	3.634023776	3.766843448	3.554441333	3.599621048	3.617686473	3.466446734	3.705061199	3.683502291	3.335992853	4.293592303	3.586406197	3.725305394	3.528287724	3.9789389	3.625317312	3.5732669	3.573621122	3.623581283	3.369863794	3.771057483	3.731693242	3.620267702	3.333997203	3.682845603	3.41667207	3.800220482	3.822989472	3.728334704	3.805851421	3.852513814	3.819861885	3.659427823	3.661447951	3.711628047	3.572624062	3.714632384	3.563547963	3.723806905	3.876563506	3.755198295
CD40	0	1.559137026	0	0	0	0	0	0	0	0	0	0	0	0	0	1.494015784	0	0	0	0	1.72817452	0	0	0	0.772324513	2.053622563	0	0	0	1.689713193	0	0	2.38040028	0	0	0	0	0	1.187937377	0	0	0	0	0	1.52027565	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cripto-1	1.515186901	2.314750277	1.687476522	2.018029461	2.616539461	1.461862079	2.616587914	1.940675996	1.585541863	1.260260252	1.326739209	1.80219032	1.024213231	1.50237808	1.756005302	1.983919349	2.80013752	1.71698511	1.96128629	1.991694215	2.408777378	1.799001038	1.81299879	3.030979626	1.593200075	1.792173342	1.618719565	1.621342862	2.63697515	2.735810986	1.44564322	1.558488611	2.175372069	2.295877661	0.943467026	1.309277579	2.476502322	1.324293148	2.701999764	1.460411116	3.686163985	1.709355209	1.876970197	1.714194137	2.755757433	1.735134482	1.81490425	1.793913866	1.583631255	1.76438029	2.354037648	1.517848861	2.824798685	2.172887782	2.070134414	2.573937644	3.344870277	1.636954142	1.827845244
DAN	2.736438599	3.038512216	2.626204299	2.707058638	2.620014815	0	2.151330133	2.718316674	2.341528002	2.238294625	2.240918196	2.508651136	2.500890912	2.631905381	2.989306195	2.932767727	2.78592924	2.623626124	2.693732651	2.988277224	2.855942086	3.029787624	2.663207204	2.732190032	2.884225027	2.579440631	3.349303588	2.377428591	2.505580921	2.4855726	2.569017603	2.285047294	3.034080474	2.530574366	2.685150625	2.102889628	2.496098631	2.328854761	2.818560604	2.649277734	2.622757818	2.479989888	2.826934717	2.781159277	3.061320858	2.735700048	2.563304315	2.662830961	3.254726763	2.713067591	2.651908864	2.529769919	2.783595036	2.351348839	2.879330296	2.709551462	2.575936522	2.63932959	2.672678975
DKK-1	3.111481939	3.245088137	3.516460611	0	0	3.120147316	0	0	0	0	0	0	0	3.23591212	2.493269025	3.135706418	3.484394445	2.797649503	3.591403095	3.308018099	3.72692118	2.918830031	3.140756637	0	2.536765633	0	0	0	0	3.621696091	3.194278657	0	3.706713904	0	0	0	0	0	3.572420957	3.42028147	3.063613753	2.518502029	2.763655631	2.67063178	3.320883142	3.254849379	3.533216266	3.31814418	3.422947545	3.386420785	3.42195669	2.968435996	2.81794063	0	2.676647616	2.603885198	3.25571271	3.380193688	3.720057775
E-Cadherin	0	3.433714492	0	0	0	0	2.348537032	0	2.983523876	0	2.905557445	0	3.97059254	0	0	3.678448923	2.532879	2.566223304	0	3.536825285	2.842311697	2.62434961	3.424432003	0.369661002	3.555904933	3.028408243	0	3.323593582	0	3.662103693	3.068929402	0	3.661405823	2.942600357	0	0	2.515768601	0	0	0	3.413120475	3.608891085	3.196147359	3.252826064	0	2.632859919	0	0	0	0.88816562	0	0	0	0	2.16664389	3.385458051	2.827906175	0	0
EpCAM	0	0.924852571	1.173215225	0	0	0.369418723	0.234339833	1.280127946	1.208166188	1.258341253	1.058056237	1.018782071	1.122639058	1.3688635	1.389410378	1.379760359	1.259436683	1.048245715	1.322211054	0.872907918	1.575521421	1.176006795	1.285137783	1.143982193	0.787529121	1.218133367	0	1.278641251	0.325412035	1.740971513	1.141674132	0	1.790296521	0	0.991862885	0	0.514484505	0.619576354	0.037178223	0.91136177	0	0.474512688	0.639587721	1.14675183	0.329647129	0.561585462	0	0	1.101357932	0.710120185	0	0.909227068	0	0.903933859	1.521563417	1.64979844	0.967141703	1.113736797	0
FAS L	1.1243483	1.283969442	0.834700172	0	0	0	0	0	0.75916391	0	0	0	0	0	0	1.838085635	0	1.659176282	0.522993575	1.885643366	1.286845431	1.132570638	0.671781282	0	0.1216788	0	0	0	0	1.358271802	1.852167808	0	2.034196825	0	0	0	0	0	1.470922285	1.749050118	1.348691493	1.380677271	1.305537196	0.670350494	1.829021992	1.199887175	0.198403235	1.443158044	1.073376617	1.097194696	1.518572833	1.433336281	0	0	1.809667625	1.645102134	0.87336999	1.379806208	1.337937657
Fcg RIIBC	2.114346091	1.40860989	1.821602638	0	1.779523075	1.027555443	0	2.268102721	1.353868445	1.750674065	2.346235329	1.871436275	0	2.066492094	2.070366026	2.152787833	1.50874922	2.244315254	0	0	0.999453618	1.550436592	0.644059789	0.883793798	0	2.027399964	1.871257831	2.101305862	2.278609159	2.066549089	0.106129212	1.564939412	2.679293468	2.13724257	0	0	2.109137642	1.946047576	0.70331994	1.640457162	0	1.859358784	1.978858105	1.765577761	1.243408604	2.032597167	0	1.083204148	1.727707687	1.612776215	1.414026083	2.013241088	1.618778753	0.958280689	1.41924576	1.835841058	2.008665568	2.048617941	2.24817124
Follistatin	3.891680632	3.761712583	3.493356449	3.676226566	3.703764331	3.017869135	3.328767158	3.729373716	3.245520141	3.573607803	2.927822081	3.238612521	3.506816342	3.431875738	3.808289953	3.751560648	3.656746416	2.99186337	3.651546555	3.3813764	3.583334183	3.339506964	3.597259126	3.426514288	3.497126131	3.464545372	3.693153388	3.54338873	3.635888397	3.388507044	3.784715785	3.566168753	3.854330263	3.532313544	3.635231126	3.117857182	3.649333039	3.363247335	3.9739657	3.798705459	3.900729999	3.407363516	3.374997269	3.569671935	3.600219693	3.782410392	4.039248061	3.666661211	3.720712529	3.815438145	3.63508574	3.40284806	3.669964426	3.543375844	3.641190899	3.43844124	3.501134903	3.756330041	3.932148938
Galectin-7	3.539514731	3.687081949	3.482532686	3.361458919	3.417563559	2.231364333	0	3.678351665	3.813226486	3.514685564	3.502068408	3.66808673	3.494604229	3.826865726	4.678054877	4.225328565	3.705122207	3.351484202	3.415966673	3.420575502	4.082190364	3.805255616	3.48005706	3.59721701	3.843079969	3.684646965	3.944685024	3.393607675	5.036737491	3.369776295	3.517576381	3.34944674	4.145739919	3.567146789	3.359942722	3.366209166	3.761133344	3.329275214	3.403442226	3.66886096	3.1224935	3.484254671	3.678023175	3.671888038	3.263222539	3.670160631	3.212847164	3.659133287	3.674943554	3.642644459	3.370175856	3.373916212	3.48848683	3.917117409	4.462418648	3.634044586	2.929383463	3.55658408	3.199120959
ICAM-2	4.292993115	4.336709964	4.367634996	4.352786506	4.284860273	4.099449517	4.216277145	4.32150233	4.3820818	4.304656394	4.314704925	4.337998166	4.411091921	4.483917323	4.673372956	4.478392581	4.396087006	4.221320927	4.2914113	4.267515879	4.406142575	4.297069023	4.368716725	4.313532489	4.370321504	4.418268163	4.417380795	4.254308056	4.775264653	4.305274776	4.300405001	4.292361013	4.451479388	4.251221872	4.273614764	4.300366645	4.286291171	4.221906082	4.349177223	4.33569844	4.271077109	4.316447356	4.432765573	4.337307361	4.324644725	4.32425432	4.307146629	4.303290276	4.366730197	4.379617581	4.362551151	4.305395319	4.343648039	4.405241984	4.659448195	4.42382484	4.26771775	4.337293629	4.338000807
IL-13 R1	3.988099612	3.595423489	3.990700879	3.68436473	3.45500907	2.912918934	0	4.165000811	3.585689832	3.829688138	3.554335861	4.091596374	3.887324834	3.978092088	4.120440006	3.992397691	4.019504764	4.048721411	4.01997007	3.868825604	3.940374994	3.54740453	3.700150592	3.690141594	3.913790302	3.701565145	3.931836874	3.034718499	3.317066802	3.766731797	3.53145666	2.942103232	4.25748698	0	3.573558074	2.362764547	3.282309237	2.327254541	3.930021114	3.456698414	3.628258543	3.995318356	3.572120825	3.952770676	3.587558538	3.920522733	3.429994079	3.803158566	3.959584491	4.102165073	3.98776153	3.768027038	3.728718546	4.347105552	3.926954001	3.880426024	3.91942146	3.890440534	3.720304022
IL-13 R2	2.968719835	0	2.652491618	0	0	0	0	3.151364234	2.445050933	2.026637869	0	3.717367527	0	2.820627438	0	2.530644922	3.092442658	0	3.654034408	2.451420908	4.089126111	3.010475797	3.389173891	0	2.899864481	0	1.6817805	0	0	0	2.32829965	0	3.928294783	0	0	0	0	0	2.788794934	3.30709638	2.767038682	3.168230211	2.755644545	0	0	2.990025083	0	0	3.352093268	0	0	2.410761026	1.03202045	3.873162934	3.541725284	3.422358783	3.281195266	0	3.054631167
IL-17B	3.428399261	3.540848514	3.808875192	3.452004863	3.362235686	3.13645814	3.292452163	3.34712305	3.205532209	3.130347459	3.365580377	3.181730545	3.302142095	3.538506482	3.786135579	3.55788713	3.619868172	3.100833305	3.609132599	3.14947334	3.257801784	2.742445327	3.562624009	2.913544403	3.433291587	3.636093224	3.864403679	3.461871775	3.552828081	3.777297085	3.77056448	3.741113687	3.893280049	3.550845345	3.729200827	3.75896223	3.639777731	3.825798832	3.356362374	2.998180874	3.292297035	2.892897604	3.241955838	3.549186909	2.679623989	2.869372665	2.679159126	2.749271762	2.931303365	3.355030516	3.401549265	3.113639534	3.030316058	3.410135712	3.185090433	3.566393461	3.191949707	2.950505677	2.968956193
IL-2 Ra	2.507577795	2.414065652	2.362049518	2.251979977	1.697093727	2.498130027	1.760475416	2.289230788	2.744944639	2.229666544	0	0	2.206462911	1.822076914	2.801630667	2.426155591	2.507822055	1.735289812	2.665738024	2.041430525	2.155189198	1.727003426	2.297759771	2.696431291	2.305378839	2.098466361	2.448210865	0	1.983641316	2.291865044	2.592885781	1.799898179	2.943896969	1.795763041	1.13007883	0	1.81639079	2.224777794	2.384299032	2.697876861	2.373324424	2.123690782	1.573689512	2.533244986	0	2.157136113	2.445111489	0.997405058	2.634149523	2.23221096	2.406005851	0	0	2.656143884	1.877001035	2.245967482	2.092343837	2.600695794	0
IL-2 Rb	3.467469443	3.4340857	3.456735878	3.498774544	2.889200219	3.351055603	0	3.336735811	3.189258774	2.590062731	2.89998298	3.7664665	3.169525659	3.421719807	3.72526867	3.582076964	3.575080459	3.468925903	3.65476993	3.208184754	3.342531619	3.092689481	3.32014639	3.592881503	3.316145913	3.273121644	3.516142152	3.323328686	2.940447878	3.444082478	3.264393536	3.136535746	3.606900017	3.158904448	3.056094978	2.895435323	2.943724049	2.86494925	3.45121137	3.457593561	3.114016835	3.30193754	3.072955903	3.351323494	3.372856679	3.513659409	3.410787457	3.469866778	3.394331255	3.399522715	3.518915469	3.249207598	2.860220416	3.777942391	2.906764016	3.425117413	3.567137469	3.548055541	3.54316384
IL-23	3.248046836	2.420856453	3.095995118	2.934589351	0	0	2.68114164	1.620618089	0	0	0	0	0	0	2.7364314	3.173946856	0	0	2.946661992	0	0	0	0	0	0	0	2.458446376	0	0	0	0	0	3.283679901	0	0	0	0	2.532210917	3.516845405	3.547922439	3.152811198	0	0	2.633839243	2.835460833	3.041286734	3.008684154	3.160731642	2.824734339	2.967203816	3.295533074	2.851231203	0	2.923436255	2.081327726	3.179007073	3.139406886	3.326113591	2.657993119
LAP(TGFb1)	3.62198188	2.778865983	2.768020315	2.998321055	2.933323661	2.587231453	2.363986081	3.176965927	2.842106761	3.019164336	2.888271084	2.858284004	2.926598182	3.148265042	3.619732935	3.315216187	3.502610679	2.457726615	3.085903103	2.73859998	2.664088732	2.403708777	3.069915104	3.1584793	3.30356043	3.148578182	3.437700442	2.965165465	2.813315907	3.229201532	3.663261271	3.264223125	3.132119593	3.177145466	3.422895024	3.629187216	3.672683341	3.543164422	3.254448915	3.177693729	3.498369607	2.936418827	3.078208499	2.473691985	3.655381961	3.446822258	3.409937597	3.134950992	3.687292363	3.542722661	3.693049153	3.458576847	3.088557549	2.873864396	2.468307612	2.969860815	3.191525312	3.511719699	3.654222875
NrCAM	0	0	1.593795407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085365096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAI-1	3.624654234	3.589403999	3.551912173	3.592794624	3.515446247	3.480844352	3.31636141	3.537579193	3.541065032	3.432600012	3.526477841	3.49072536	3.591238477	3.590529674	3.628662	3.644327343	3.535605679	3.60298992	3.574625396	3.568652768	3.616050179	3.474236955	3.568544698	3.552186236	3.596976483	3.6409495	3.633267234	3.49507046	3.560865772	3.518489653	3.473046517	3.541733325	3.466765762	3.517500315	3.557596421	3.535187071	3.375962144	3.349737296	3.61853999	3.570506889	3.529094155	3.648569677	3.608067331	3.652250609	3.612449749	3.610761323	3.599176994	3.590163598	3.64647977	3.579334983	3.622580236	3.572452555	3.549044244	3.486479548	3.627185508	3.634701081	3.57891226	3.628429614	3.646684171
PDGF-AB	4.532271904	4.51438481	4.605971846	4.525372167	4.429841283	4.524413133	3.653588374	4.358007405	4.343216369	4.476176667	4.346699919	4.497151882	4.48615467	4.444742137	4.587352496	4.293966362	4.508753578	4.52777621	4.562855828	4.364581772	4.174554933	4.30716076	4.552647254	4.522417246	4.082650341	4.563900589	4.525304718	4.27749667	4.309398708	4.393931314	4.38890769	4.42397344	4.525057443	4.46972208	4.279775765	4.474446644	4.385094273	4.53534637	4.460966022	4.57423873	4.305695307	4.496758537	4.35460041	4.597361214	4.231943994	4.499755856	4.358097971	4.330547042	4.615433632	4.570689481	4.360056112	4.513558026	4.50652731	4.384459767	4.112355662	4.472130795	4.519869079	4.429916998	4.626119476
Resistin	2.808359822	2.947299941	2.603617373	2.572189532	1.747947163	2.368184768	2.188383297	2.731656234	2.684966887	2.740168566	2.40859578	2.644136395	2.410351167	2.608722384	2.945777784	3.142797896	2.827422173	2.709250677	2.680457769	2.687128025	2.859260476	3.186774208	3.006331451	2.470322647	3.005350407	2.862595084	3.278413765	2.747332147	2.51834896	2.955240521	3.092517853	2.63612377	3.651532203	2.768291673	2.763916135	2.61713877	2.548124865	1.672157325	2.913095359	2.774262643	2.329933015	2.824782972	2.511537101	2.797588404	2.991440061	2.984958713	2.805612716	3.283685331	3.090076665	3.007553441	3.352556718	2.333630382	1.935621677	2.826052817	2.657971484	2.792068022	2.744079081	4.117864257	2.821577856
SDF-1b	2.142059259	2.543257422	2.567573505	2.625924242	0	2.575015442	2.929407801	2.403976605	2.466592535	2.412752294	2.483229257	2.763167726	0.592217802	2.590706517	2.538834777	2.411321108	2.634303126	2.789574689	2.997021914	0	3.289267726	2.856087599	2.583814273	2.464914113	2.597482449	2.164995731	2.177361861	1.76450196	0	2.278168107	0	1.496552839	3.117616869	1.883571919	1.744134578	1.507052169	2.250223171	1.765058	2.18893596	2.37147353	2.081300431	2.4652318	1.765743198	1.075273095	1.561552561	2.65391042	2.218146018	1.672690308	2.647738981	2.398155556	2.421091996	2.354330717	2.587237529	3.136204271	2.517144034	2.844412532	2.587505502	2.30279083	2.549938765
gp130	4.452275168	4.432013097	4.283629343	4.387364882	4.259507014	4.548429836	3.9455627	4.407600127	4.390418139	4.303822923	4.489143963	4.416892737	4.391259792	4.361465545	4.717215457	4.386171444	4.55507722	4.355476149	4.349135863	4.168999362	4.236699512	4.270717966	4.283021776	4.471462453	4.557825605	4.604556957	4.709587824	4.366359699	4.30043969	4.552606044	4.515199806	4.414123084	4.532293801	4.216654239	4.53750547	4.285722993	4.340694249	4.307037322	4.765168193	4.560274374	4.737883547	4.363985682	4.683490119	4.53565724	4.598330895	4.721439765	4.711587774	4.525536773	4.517078374	4.744629552	4.694679659	4.714183273	4.489976513	4.389895699	4.261479677	4.456449702	4.689933112	4.793582293	4.677317545
Shh-N	2.08803591	2.181533047	1.929028249	1.970818756	1.746807041	1.098765968	0.719691898	2.054638771	1.70199051	1.144100172	0	2.037154883	0	1.606413665	2.088810764	2.401478805	2.146137151	2.114043972	2.275476943	2.135516134	2.191819113	2.448329001	2.13234808	1.807025674	2.180934294	2.09115988	1.821038462	0.959522784	1.827989797	1.833328678	1.407516733	1.748800535	2.762817205	1.3599785	1.676492624	0.823871608	0.352428376	0	2.59324014	1.642732242	2.177419542	2.38285102	2.088990293	2.221659444	2.487504964	2.364021012	1.913625388	2.081239829	2.480691568	2.18971263	2.05730292	1.446398938	1.656872195	2.525103141	2.270717487	2.192608639	1.766850446	2.187090281	1.940910969
Siglec-5	2.274794962	1.579239733	2.394624682	2.222358183	1.825379273	3.660715547	3.805265173	3.999053893	3.849237136	2.070114364	3.951081877	3.568056838	1.851610618	4.049809196	4.10301059	4.002060449	3.828905333	2.253188253	2.067585233	2.029581612	2.123221799	1.096174748	3.702299124	1.879594786	4.00895814	3.591133493	2.226119608	4.217227813	4.217131281	4.0568381	3.605570082	1.521147606	1.786735944	4.107546092	2.028279242	4.112425322	1.371632654	1.837366093	4.081773101	2.024309481	1.773398812	3.808086626	4.165331633	2.054113019	3.585964476	1.411499947	1.999376005	1.967491715	4.073106249	4.02156123	3.966805775	3.840963228	4.037633731	3.742515846	1.938220632	4.034803761	3.539988485	4.048444136	3.895561631
IL-1 R4	2.383204708	2.863265367	2.829948495	2.954964732	1.691381496	2.531777076	2.39756372	2.631406033	2.457289672	1.561150479	2.551896772	2.522762264	2.685569759	2.974350491	2.624134512	2.814248665	2.66220051	2.733628387	2.749753193	2.560902346	2.999451802	2.377270921	2.784579206	2.647096091	2.204574519	1.786818628	2.842967994	2.281218005	2.626999977	2.28210267	2.239405828	0	3.017867942	0	0	0	0	0	2.90406836	2.423940494	1.748166898	2.884406414	0	2.752926149	1.712115263	2.659547016	2.739122078	2.642916774	2.878062202	2.536561349	1.943651833	2.744337104	0	2.619342848	2.536459413	2.598313215	2.710050836	2.572796144	2.730967209
TGFb2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.662735467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.505577502	0	0	0	0	0	0	0	0	0	0
Tie-2	3.651573591	3.174068193	3.159582481	3.052045315	2.53489266	2.701744642	2.710726409	3.467771873	2.752732047	2.590838934	2.437184572	3.175529224	2.017798046	3.117901358	0	3.44273594	3.442474905	3.500137553	3.517608293	3.147884914	4.082687084	3.534421909	3.31255212	2.695456251	2.805675333	2.918121459	3.836625548	2.71646884	2.326812949	2.877311963	0.938980404	2.676403423	4.102137003	2.259245053	2.523855862	2.333594476	1.99244146	0	3.140837872	2.833974187	2.461225698	3.199056474	2.445106313	2.516860613	3.359475591	3.218618487	2.865110137	2.959097325	3.416209041	3.071516122	3.332170476	3.152091189	2.957285569	3.846854536	3.394764862	3.228786412	3.374234843	3.425785452	3.380316049
TPO	2.740695896	2.986901682	2.628945517	1.960359018	0	2.494259213	2.046092258	2.633750705	2.608874563	2.464444647	2.253796225	1.990071103	1.706447952	2.600203548	2.496803178	2.770830671	2.657408623	2.487278576	2.795135197	2.228161443	2.439655953	2.721591139	2.975749919	1.99367624	2.925608042	1.868076261	2.606981461	1.956276032	0	2.93450836	2.161807343	2.168343847	3.23580476	1.312533023	1.874766553	0	2.384261218	1.894508838	2.549871456	1.166832672	2.269090097	2.660573224	0.933456606	2.38474835	2.338825561	2.247229147	2.697540708	2.180417905	3.05978483	3.083962641	2.868850071	2.069619627	0	2.310098064	2.648270808	2.429501049	1.152949295	2.696143076	2.335545983
