#NAME	1004V4	1040V4	1107V4	C220V8	C402V8	C422V8	J095V4	K056V0	K072V0	K079V0	K083V0	K084V0	K085V0	K086V0	K096V0	K098V0	K100V0	K101V0	K105V0	K107V0	K110V0	K111V0	K112V0	K119V0	K121V0	K122V0	K131V0	K136V0	K138V0	K144V0	K147V0	K154V0	K155V0	K157V0	K169V0	K170V0	K171V0	K173V0	K174V0	K177V0	K179V0	K180V0	K182V0	K184V0	K188V0	S099V8	S106V8	X003V4	X004V4	C532V8	K003V4	K005V4	K019V4	K037V4	K054V0	K055V0	K057V0	K060V0	K194V0
NOV	8.844117957	8.808374893	8.946329685	11.46195528	8.46677547	10.06678394	8.672107412	10.28470872	10.49534527	10.92940945	11.52913088	10.63724544	10.65599857	11.12893254	11.11112498	12.0152405	11.76575904	10.44686577	12.48497714	9.426906243	12.45072087	11.98064453	11.60595451	10.05190271	10.36250207	11.33772065	11.80964232	12.07113943	12.35837416	8.798083625	9.121986063	10.55523756	10.24745097	11.69468714	8.837888819	11.80943436	12.35535068	12.14863939	9.497165906	12.16619212	12.27823363	9.474216684	10.61549336	9.993184484	12.43365931	10.88699324	9.994078342	10.32557261	11.73811126	10.66435966	12.47890753	8.772756348	10.46098672	9.393604864	8.242410974	9.934327238	9.294852524	11.45606488	12.20692651
Osteoactivin	8.919487735	7.808389225	7.869850381	8.919710647	8.615259746	7.383017948	8.553830323	8.416559695	8.311560816	9.3390476	9.846692373	8.233268759	8.889456867	8.414384864	9.913297838	10.86682079	9.447575847	10.03689735	9.902964051	9.570734846	11.09802712	10.0044895	10.6190267	9.540605723	6.8059733	10.12099369	10.09873026	10.38751541	9.366966871	9.199096358	7.965604368	8.199973763	9.330303316	9.117288787	7.151798902	10.02792338	10.93276866	9.107852247	9.510791197	11.09068189	7.315916714	8.950555233	7.801389458	7.591967732	8.929451299	10.16107508	7.855896233	6.225772282	10.43819931	8.748264039	12.85845248	8.48615638	9.19833123	8.679580296	7.925301039	9.128309875	9.150190781	10.15241985	10.72901474
PD-1	0	0	0	0	2.780079518	0	0	0	0	0	0	2.855078838	0	0	5.626357258	3.64986632	0	0	0	0	0	0	0	4.928284309	0	7.694582164	7.601199988	6.643062177	0	0	5.002527717	0	0	0	0	0	0	0	0	5.945190869	0	0	0	0	0	0	0	0	0	0	13.08155404	0	0	5.220793632	6.05830683	5.794376335	0	6.294420465	0
PGRP-S	11.78461199	12.1168694	11.90927291	12.58343179	11.9459886	12.14765409	12.01351709	12.22228744	12.38066557	12.3014494	12.22185132	12.03882812	12.04429416	12.24388301	12.13406063	12.39978011	12.06913006	12.08612762	12.5900649	12.41287213	12.61180872	12.69188125	12.54965844	12.24813951	12.3408591	12.27085144	13.1058987	12.41118875	12.47030655	12.06511576	11.91387302	12.08613694	12.05469727	12.12012583	11.91202237	12.46494107	13.23791537	12.32384884	12.25349856	12.2584284	12.70571825	12.2010734	11.76141035	11.87401851	12.65393159	12.21757024	11.94846124	11.67408866	12.41369667	12.02678952	12.026583	12.03104206	11.92074412	11.9952688	12.07612728	11.91452193	12.05338698	12.1500937	12.37819603
Serpin A4	13.16523645	13.13684309	13.20581137	13.68040388	13.16115088	13.48993214	13.12996126	13.30135055	13.55126624	13.56503594	13.39619789	13.168771	13.25216618	13.39240021	13.31709451	13.59488732	13.22593647	13.24560687	13.83513188	13.56942168	13.8361549	13.8563963	13.89779728	13.51725018	13.56827811	13.47341743	14.28081051	13.63476461	13.62572417	13.38967875	13.16543574	13.22805413	13.35847514	13.26936831	13.27385966	13.74212488	14.30443279	13.48580836	13.28490762	13.51119041	14.01944263	13.60320772	12.99348113	12.92768834	13.7773151	13.4275585	13.3133708	13.1598868	13.68719831	13.27868499	13.21063112	12.91102409	13.35368795	13.13285981	13.36210138	13.29343172	13.48366967	13.44713452	13.55855986
sFRP-3	17.52568328	18.51757815	22.01408987	0	17.27852852	15.07891176	19.96176225	16.94317347	14.77267713	14.89334169	10.4448213	14.77075654	16.08702615	0	15.10080367	14.30220916	0	0	11.43349573	18.37897619	14.55623149	0	13.04877672	16.16696859	14.42832999	19.35339196	15.41307604	19.16129581	12.43927773	18.57987064	21.85827877	16.11763782	0	0	16.83089562	0	12.35164147	0	18.01459975	13.70440339	0	0	14.22619532	13.64473069	0	18.61301773	20.84978735	19.45855016	0	18.89435982	17.79906394	11.90829522	16.95133509	18.46251756	16.3728356	17.91590146	16.05465537	17.55276695	14.16736371
Thrombomodulin	0	0	0	2.022701365	0	0	0	0	0	0	0	0	0	0	3.629781767	1.955096783	0	0	0	0	5.617429444	0	0	0	0	0	6.049047328	6.843777555	0	0	0	0	0	0	0	5.004147734	0	4.764295455	0	6.542818353	0	0	0	0	0	0	0	0	0	0	7.540160276	0	0	0	0	0	0	5.372910698	0
TLR2	14.11368649	13.21502882	14.2411918	13.99266131	14.14083451	14.15056442	12.90215875	14.23965744	14.66045568	14.1154109	14.43156042	14.39834551	15.2475799	14.51094262	14.95867653	15.44403946	13.63842803	14.51290198	15.07993034	13.52267829	15.33981193	14.91213596	15.9271661	14.02146624	14.32885612	15.80154205	10.74904106	15.33044463	15.26275197	14.25617272	13.97109693	14.61546265	13.99042703	14.32823668	14.9676396	14.26395689	11.44263711	14.61166191	13.65595042	15.12050403	15.19783934	14.31184815	14.75605173	13.14259455	12.94776036	15.05568051	14.30377959	14.11405359	13.67038554	15.01100662	16.58484673	14.45775371	14.46854575	12.83616724	13.30885553	13.20206735	14.82026897	15.26298771	15.36308754
TRAIL R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.70151969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.74895876	0	0	0	0	0	0	0	0
Transferrin	13.59286281	13.89203706	13.77026458	14.18295192	13.63208764	13.67856236	13.70110379	13.99833027	14.24853596	14.19291616	14.20098056	13.9153321	13.79920185	13.91543093	13.87211574	14.10676824	13.93545392	14.11126137	14.47043342	14.52475122	14.66339402	14.36740524	14.39880125	14.35538382	13.89555265	14.14750837	13.41743127	14.11346286	13.99561715	13.64428488	13.82567181	13.87718376	14.13682445	13.92685977	13.72825392	14.39146412	14.80599016	13.81127241	14.00589853	14.01315151	12.90764268	14.25111569	13.58161478	13.78341235	14.2989066	13.96425787	13.79060838	13.47711397	14.15716936	13.76558382	13.6068453	13.85522118	13.63249661	13.80619397	13.62330926	13.73616154	13.85071479	14.25381251	13.95217994
WIF-1	11.10060124	10.9699528	11.69244135	11.76795406	11.53405972	11.82303866	10.85879148	11.38551338	11.7977308	11.7795672	12.80648418	11.5397731	10.88380611	12.09271309	11.60168168	12.44730787	12.246508	11.52119997	12.75568908	12.13654428	12.6296322	11.63809801	12.99671798	12.12926415	11.8605861	11.61794171	11.88988922	12.27597904	12.18013161	11.8046273	11.80421569	11.33303331	11.03133202	12.86655003	12.14106362	12.46589556	12.51778634	13.07759882	11.75447376	12.77173062	12.64490238	11.63013541	11.23691884	11.31101507	12.6542688	11.75234247	11.44933697	11.18451029	11.80982866	11.96408276	12.21442295	11.54514948	11.89814405	11.49831537	10.96846251	11.68021931	11.70865632	12.40405721	13.60370824
AR	7.85822965	0	0	10.06757923	7.681449303	7.867564054	0	7.905221674	0	0	7.44027016	0	0	0	7.682633846	8.72550817	8.600738246	7.738440183	9.050682345	0	9.315277216	8.510533663	6.895092107	5.825067115	6.147723606	6.639258946	7.427664344	8.609825691	8.851689429	6.556480459	6.750738373	8.183394498	8.007098728	7.301455526	8.706396588	10.51954694	7.068123207	8.818487197	0	9.393413702	8.748237801	6.198015207	7.351320978	7.160706048	8.58403695	8.626202616	5.835188626	7.148012497	9.625285829	6.577640306	10.38896943	9.362607676	7.635469892	2.705514745	6.705536162	6.686993895	7.455835304	10.05167117	7.872601146
BDNF	0.923857028	0	0	3.871661556	1.07442892	1.229700353	0.179712572	0.926511518	2.566445659	0	2.512467373	1.460086443	0.588624803	2.408248702	3.61393159	2.680749695	1.064126694	0.963235248	3.309234663	0.732289979	2.394612636	3.185454965	2.595552955	0.046226101	0.871878078	0	3.708919993	2.255885089	1.474708771	0.777594888	0.108733305	2.625543771	3.682124148	3.288518677	0.137799614	1.252582313	1.848582333	2.16674502	2.124934347	1.073508856	3.604339862	2.796044945	2.182660014	2.305896301	2.522868392	1.975922281	2.442701662	1.763006024	1.081870015	0.286421219	1.920454111	1.003536933	1.56610882	0.345333034	0.852365028	0.532682246	0.977717006	2.50988775	1.661073286
bFGF	0.422508611	0	0	2.836644392	2.171940593	1.427124017	0	0	0	0	0	0	0	0	0	4.943990983	2.022941613	1.933740225	3.620954172	0	0	0	2.177129617	0	0	0	2.97182486	5.741814181	6.478921697	0	0	0	0	1.81525973	2.541802056	2.698956765	0	4.486771772	5.441198536	0.194983113	0	0	0	0	0	2.609885894	1.717835345	0	0	0	6.358317411	3.715148981	2.21535291	3.302257124	2.832321177	0	4.570767353	0	3.354163991
BMP-4	4.005351696	0	0	0	0	7.976603493	0	0	0	0	0	0	0	0	8.549326186	0	5.149467528	8.811972078	0	0	0	0	6.180565949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.18833366	0	7.241326515	0	0	0	5.07377317	5.924738703	0	0	0	11.37651863	7.669139922	0	0	0	0	4.270426116	0	0
BMP-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.93995636	0	0	0	0	0	0	0	0
BMP-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.918854198	0	0	0	0	0	0	0	0	0	0.669997145	0	0	7.811158147	0	0	0	0	0	0	0	0	0	0	9.43621893	0	0	0	0	0	0	0	0
b-NGF	0	0	0	1.60153589	5.697342522	0	0	0	0	0	0	0	0	3.700719483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.609883736	3.99965374	1.703872926	0	5.46869007	0	0	0	0	3.260773019	0	0	0	0	3.480383918	6.488263826	0	3.259867846	0	0	0	0	2.132569234	0
EGF	4.437715743	3.972869779	4.808473042	5.095905255	4.682925172	4.497628244	3.90971619	5.097016672	4.767669466	4.65907377	4.990831073	5.043632007	5.167390438	5.127828639	5.182986482	5.334520471	4.893691817	4.89891345	5.234334419	4.393358158	4.593654973	4.835166298	5.107105706	4.299466318	4.937468478	4.994119852	4.679106873	5.111239611	5.135612957	4.004552508	5.041649877	4.896995426	4.515294778	4.550528316	4.947758234	5.263081609	4.75981812	5.188793028	4.715625715	4.564564251	5.149706005	4.614388653	5.15786746	5.068461869	5.020076784	4.783532727	4.633987114	4.896916778	4.919005961	4.793370309	5.09299445	4.847910841	4.64783892	3.981766507	4.561832127	4.157885554	5.067190417	4.999049442	5.227018355
EGF R	7.62502467	7.060264961	5.983229939	8.9826651	7.545360195	7.941955071	6.343898899	8.94101808	7.992522672	8.687391817	9.910120534	8.37836972	8.750878507	9.204510815	8.438981637	9.859938286	8.878712834	8.539851429	10.83187981	7.404704121	8.902186009	9.325248479	8.462344107	7.211943424	7.225759562	8.594955118	9.591409931	10.3747172	10.11264431	7.691545482	7.33498105	8.53955476	9.64573976	9.419136124	8.438798118	11.2004713	9.487529119	11.1712761	7.307933428	10.01395584	7.189432023	7.196128287	7.704879384	9.217267143	8.785472788	8.791621015	8.231374224	7.970313309	9.107303138	7.418933267	13.2477892	9.673750634	8.856381496	8.334507781	7.602627853	8.35155144	8.169552881	10.07441697	10.24669361
EG-VEGF	0	0	0	1.710262621	3.770501654	0	0	0	0	0	0	0	0	0	0	1.229759975	1.240450018	0	0	0	0	0	2.944940131	0	0	0	5.086009011	0	0	0	0	0	0	0	0	0	5.670152332	0	0	5.50778914	0	0	0	0	0.136343185	0	0	0	0	0	8.305866231	0	0	0	0	0	0	0	0
FGF-4	7.925010983	0	0	8.285055116	6.058815972	6.133975882	0	6.585488573	7.385486873	4.495240573	6.195734267	0	0	7.270602096	9.276276751	9.481176788	8.232042564	0	0	6.91363879	6.461358841	8.039724839	9.845101726	6.922618388	7.152804345	0	9.468187827	8.891296757	7.600826664	0	6.978046627	0	0	0	0	0	9.649549473	8.545966034	6.923171041	9.657299464	7.326741049	8.383176618	7.808776628	9.212440204	5.981508782	9.360816201	9.096899377	0	11.19835723	0	10.61736584	8.415926685	8.228696739	8.526158247	7.302235238	3.543408413	8.3974486	4.548385341	8.221261942
FGF-7	3.130490857	0	0	5.078248528	3.245097704	4.183742898	6.028452629	0	0	6.381467135	5.484972809	2.741582023	0	0	5.580315885	6.328115417	5.198232948	0	0	0	0	3.00688521	0	4.84519028	0	2.970684841	3.957684129	0	6.058335568	0	4.506625346	0	4.819942407	0	2.316613263	3.769684615	7.131620095	0	0	6.806044539	0	0	3.420404251	0	7.334117489	4.639889894	4.574548423	0	0	5.536259815	8.762387268	4.693657795	5.823408588	5.478936306	5.713593456	0	5.858423713	1.215009079	4.931347687
GDF-15	8.253268462	7.532376574	8.869244804	9.272111493	8.390896201	9.091243111	8.130218067	9.687737816	9.782631044	8.047261898	9.717688666	9.515030281	9.483797377	9.591971584	9.606656415	9.557264651	9.632539955	9.516960857	9.697737464	8.616584785	9.667627967	9.40805603	9.418893286	8.081369879	9.030212174	9.434935219	7.171388136	9.548089805	9.5068102	8.700417967	8.687647235	9.502247468	9.170628286	9.479228453	9.135866686	9.555366715	8.428294609	9.610854575	8.156719638	9.446939274	9.692940076	8.617154942	10.01599342	9.405096347	9.650733968	8.927752265	9.206291392	9.430709102	9.446047243	9.120687568	9.466033369	9.264236422	8.226972717	8.380607728	9.036295043	9.175102397	9.668881481	9.922796611	9.598775798
GDNF	4.328976255	0	0	2.220730536	2.926519955	2.77106962	0	2.163331138	0	4.191519173	0	0	0	0	5.069673316	4.027949835	2.633925869	4.053808011	2.354522259	1.170229806	0	0	2.778507162	3.812128356	0	0	0.175890117	4.313266613	0	0	3.687785746	0	2.493381408	0	2.018343336	3.02524718	0.983098359	1.020161517	0	4.943589452	1.232793427	3.111524498	4.544168066	3.817248362	3.744647954	3.493841776	4.648679838	0	0	2.675494074	6.10964504	3.951958284	4.224350269	3.017209426	1.701252994	0	4.079604772	2.066470653	2.885615316
GH	0	0	0	3.519471102	4.796155082	0	0	0	0	0	0	2.707164916	0	0	2.465367029	4.571430373	3.381311124	2.047692196	0	0	0	0	0	4.79260502	0	0	0.762101811	4.050124242	0	0	0	0	0	0	0	4.253507149	5.781887849	0	0	5.035454234	0	0	0.334452461	0	1.73196619	0	0	0	0	0	9.087369704	2.845023707	0	0	3.129207574	0	0	0	1.883708549
HB-EGF	4.301836169	0	3.256232722	4.544273242	4.974250286	5.731030778	0	3.613909194	2.79119872	0	4.776518666	4.746658914	5.781580709	4.212496302	6.909787912	6.132264769	4.251642869	4.685043648	4.109017286	0	5.372838127	2.973738003	4.556482853	3.2976997	0	2.008702973	1.600136951	6.028079723	2.040537118	4.20269716	5.026489066	0	4.372293701	4.492982429	1.74973978	4.950084965	3.717167102	4.585963816	4.151548414	5.074184786	5.75394877	1.911768423	6.789623529	4.94560523	2.490689631	5.165516334	5.412288986	0	0	5.190926335	9.271125137	4.610804077	5.561823137	5.10034854	5.095366245	3.311830736	3.950837483	5.409862968	5.822191509
HGF	8.005783013	7.863822689	6.39380901	13.08498348	8.37166727	9.293797151	6.723802714	8.902064538	9.84504553	10.29281184	11.31638945	9.451425912	9.28929667	11.60307648	9.769205194	11.69748228	12.16582225	9.514232999	11.47901531	8.646649218	11.70481267	10.47022693	10.43049287	7.243903328	8.371226259	10.30963625	14.04055565	10.81269219	11.59537892	8.122130694	7.640592386	9.234550047	8.798037104	10.72749372	8.114293228	11.99885535	12.83136647	12.14380411	7.722368112	11.1666932	12.59765248	8.616633063	9.226481424	7.440216931	13.47762924	9.65634184	9.195042741	8.828608769	12.44514213	9.943702107	9.917852678	9.783082823	8.748723618	7.313326161	7.520835274	8.043285211	8.471409078	10.48708557	10.55908317
